MDL_YR,FCTRY_CD,MDL_NM,SALE_MTH,QTY
2009,HMA,PILOT,2008-09,5529
2008,MAP,RDX,2008-09,618
2008,HCM,RIDGELINE,2008-09,2679
2008,CSS,RL,2008-09,96
2009,SSS,S2000,2008-09,1
2009,MAP,TL,2008-09,245
2009,CSS,TSX,2008-09,2323
2008,CSS,ACCORD,2008-10,644
2009,MAP,ACCORD,2008-10,15524
2009,ELP,CIVIC,2008-10,3358
2008,HCM,CIVIC,2008-10,2372
2008,SSS,CIVIC,2008-10,232
2008,CSS,CRV,2008-10,2695
2009,ELP,CRV,2008-10,2568
2008,HDM,CRV,2008-10,1455
2008,TSS,FCX,2008-10,1
2008,SSS,FIT,2008-10,61
2008,HCM,MDX,2008-10,2652
2008,HMA,ODYSSEY,2008-10,8423
2008,HMA,PILOT,2008-10,579
2009,MAP,RDX,2008-10,341
2009,HCM,RIDGELINE,2008-10,131
2009,CSS,RL,2008-10,223
2008,SSS,S2000,2008-10,75
2008,MAP,TL,2008-10,2493
2008,CSS,TSX,2008-10,37
2009,CSS,ACCORD,2008-11,857
2008,MAP,ACCORD,2008-11,1306
2008,ELP,CIVIC,2008-11,255
2009,HCM,CIVIC,2008-11,10748
2009,HMIN,CIVIC,2008-11,468
2009,SSS,CIVIC,2008-11,931
2009,CSS,CRV,2008-11,2801
2008,SSS,S2000,2008-05,241
2009,CSS,TSX,2008-05,3356
2008,CSS,ACCORD,2008-06,9186
2008,ELP,CIVIC,2008-06,13113
2008,ELP,CRV,2008-06,6449
2008,ELP,ELEMENT,2008-06,2326
2009,HMA,PILOT,2008-06,3835
2008,MAP,RDX,2008-06,1352
2008,CSS,RL,2008-06,354
2009,CSS,TSX,2008-06,3465
2008,MAP,ACCORD,2008-07,33339
2008,HCM,CIVIC,2008-07,17907
2008,SSS,CIVIC,2008-07,3398
2008,CSS,CRV,2008-07,8747
2008,HDM,CRV,2008-07,1842
2008,TSS,FCX,2008-07,2
2008,SSS,FIT,2008-07,12205
2008,HCM,MDX,2008-07,3449
2008,HMA,ODYSSEY,2008-07,13017
2008,HMA,PILOT,2008-07,2934
2009,MAP,RDX,2008-07,108
2008,HCM,RIDGELINE,2008-07,2633
2009,CSS,RL,2008-07,349
2008,SSS,S2000,2008-07,167
2008,MAP,TL,2008-07,3947
2008,CSS,TSX,2008-07,501
2008,CSS,ACCORD,2008-08,4502
2009,MAP,ACCORD,2008-08,6063
2008,ELP,CIVIC,2008-08,7123
2009,SSS,CIVIC,2008-08,14
2008,ELP,CRV,2008-08,7246
2009,SSS,FIT,2008-08,543
2009,HCM,MDX,2008-08,95
2008,HMA,ODYSSEY,2008-08,13769
2009,HMA,PILOT,2008-08,7727
2008,MAP,RDX,2008-08,1345
2008,HCM,RIDGELINE,2008-08,3403
2008,CSS,RL,2008-08,130
2009,CSS,TSX,2008-08,2370
2009,CSS,ACCORD,2008-09,903
2008,MAP,ACCORD,2008-09,8548
2009,ELP,CIVIC,2008-09,2427
2008,HCM,CIVIC,2008-09,10826
2008,SSS,CIVIC,2008-09,986
2008,CSS,CRV,2008-09,7231
2009,ELP,CRV,2008-09,61
2008,HDM,CRV,2008-09,1564
2008,ELP,ELEMENT,2008-09,1930
2008,SSS,FIT,2008-09,333
2008,HCM,MDX,2008-09,4077
2009,HMA,ODYSSEY,2008-09,290
2008,HMA,PILOT,2008-09,1069
2009,MAP,RDX,2008-09,512
2009,HCM,RIDGELINE,2008-09,47
2009,CSS,RL,2008-09,185
2008,SSS,S2000,2008-09,157
2008,MAP,TL,2008-09,3294
2008,CSS,TSX,2008-09,72
2009,CSS,ACCORD,2008-10,627
2008,MAP,ACCORD,2008-10,3006
2008,ELP,CIVIC,2008-10,742
2009,HCM,CIVIC,2008-10,10399
2009,HMIN,CIVIC,2008-10,78
2009,SSS,CIVIC,2008-10,1383
2009,CSS,CRV,2008-10,1766
2008,ELP,CRV,2008-10,4674
2008,ELP,ELEMENT,2008-10,1362
2009,SSS,FIT,2008-10,6411
2009,HCM,MDX,2008-10,348
2009,HMA,ODYSSEY,2008-10,780
2009,HMA,PILOT,2008-10,4410
2008,MAP,RDX,2008-10,292
2008,HCM,RIDGELINE,2008-10,1950
2008,CSS,RL,2008-10,53
2009,SSS,S2000,2008-10,11
2009,MAP,TL,2008-10,1848
2009,CSS,TSX,2008-10,1800
2008,CSS,ACCORD,2008-11,264
2009,MAP,ACCORD,2008-11,14126
2009,ELP,CIVIC,2008-11,3550
2008,HCM,CIVIC,2008-11,1006
2008,SSS,CIVIC,2008-11,86
2008,CSS,CRV,2008-11,1283
2009,ELP,CRV,2008-11,4566
2008,HDM,CRV,2008-11,822
2009,ELP,ELEMENT,2008-11,112
2008,SSS,FIT,2008-11,23
2008,HCM,MDX,2008-11,1345
2008,HMA,ODYSSEY,2008-11,5357
2008,HMA,PILOT,2008-11,358
2009,MAP,RDX,2008-11,432
2009,HCM,RIDGELINE,2008-11,138
2008,ELP,CRV,2008-11,1881
2009,HDM,CRV,2008-11,309
2008,ELP,ELEMENT,2008-11,1157
2009,SSS,FIT,2008-11,4670
2009,HCM,MDX,2008-11,627
2009,HMA,ODYSSEY,2008-11,1630
2009,HMA,PILOT,2008-11,4924
2008,MAP,RDX,2008-11,188
2008,HCM,RIDGELINE,2008-11,1630
2008,CSS,RL,2008-11,49
2009,SSS,S2000,2008-11,15
2009,MAP,TL,2008-11,1712
2009,CSS,TSX,2008-11,1595
2009,CSS,ACCORD,2008-12,1243
2008,MAP,ACCORD,2008-12,1170
2009,ELP,CIVIC,2008-12,3806
2008,HCM,CIVIC,2008-12,610
2009,HMIN,CIVIC,2008-12,1013
2008,SSS,CIVIC,2008-12,49
2009,CSS,CRV,2008-12,3389
2008,ELP,CRV,2008-12,1288
2009,HDM,CRV,2008-12,558
2008,ELP,ELEMENT,2008-12,979
2009,SSS,FIT,2008-12,4909
2009,HCM,MDX,2008-12,2564
2009,HMA,ODYSSEY,2008-12,2923
2008,HMA,PILOT,2008-12,270
2008,MAP,RDX,2008-12,129
2009,HCM,RIDGELINE,2008-12,203
2008,CSS,RL,2008-12,34
2008,SSS,S2000,2008-12,58
2009,MAP,TL,2008-12,2511
2009,CSS,TSX,2008-12,2101
2009,CSS,ACCORD,2009-01,1317
2008,MAP,ACCORD,2009-01,949
2009,ELP,CIVIC,2009-01,3143
2008,HCM,CIVIC,2009-01,441
2009,HMIN,CIVIC,2009-01,1190
2008,SSS,CIVIC,2009-01,61
2009,CSS,CRV,2009-01,3403
2008,ELP,CRV,2009-01,1282
2009,HDM,CRV,2009-01,492
2008,ELP,ELEMENT,2009-01,723
2009,SSS,FIT,2009-01,4809
2009,HCM,MDX,2009-01,2157
2009,HMA,ODYSSEY,2009-01,4289
2008,HMA,PILOT,2009-01,131
2008,MAP,RDX,2009-01,57
2008,HCM,RIDGELINE,2009-01,625
2008,CSS,RL,2009-01,31
2008,SSS,S2000,2009-01,47
2009,MAP,TL,2009-01,2209
2009,CSS,TSX,2009-01,2512
2009,CSS,ACCORD,2009-02,1472
2008,MAP,ACCORD,2009-02,845
2008,ELP,CIVIC,2009-02,158
2009,HCM,CIVIC,2009-02,9015
2009,HMIN,CIVIC,2009-02,1504
2009,SSS,CIVIC,2009-02,1201
2009,CSS,CRV,2009-02,2772
2008,ELP,CRV,2009-02,807
2009,HDM,CRV,2009-02,494
2008,ELP,ELEMENT,2009-02,519
2009,SSS,FIT,2009-02,4270
2009,HCM,MDX,2009-02,1862
2009,HMA,ODYSSEY,2009-02,6008
2009,HMA,PILOT,2009-02,6464
2008,MAP,RDX,2009-02,36
2009,HCM,RIDGELINE,2009-02,643
2009,HMA,RIDGELINE,2009-02,2
2008,CSS,RL,2009-02,22
2009,SSS,S2000,2009-02,16
2009,MAP,TL,2009-02,2167
2009,CSS,TSX,2009-02,2226
2008,CSS,ACCORD,2009-03,133
2009,MAP,ACCORD,2009-03,20508
2009,ELP,CIVIC,2009-03,3197
2008,HCM,CIVIC,2009-03,417
2008,SSS,CIVIC,2009-03,67
2008,CSS,CRV,2009-03,484
2009,ELP,CRV,2009-03,8184
2008,HDM,CRV,2009-03,148
2009,ELP,ELEMENT,2009-03,592
2008,SSS,FIT,2009-03,1
2010,SSS,INSIGHT,2009-03,588
2008,HCM,MDX,2009-03,46
2008,HMA,ODYSSEY,2009-03,207
2008,HMA,PILOT,2009-03,45
2009,MAP,RDX,2009-03,863
2008,HCM,RIDGELINE,2009-03,391
2009,CSS,RL,2009-03,161
2009,CSS,RL,2008-11,168
2008,SSS,S2000,2008-11,59
2008,MAP,TL,2008-11,1275
2008,CSS,TSX,2008-11,18
2008,CSS,ACCORD,2008-12,233
2009,MAP,ACCORD,2008-12,18826
2008,ELP,CIVIC,2008-12,165
2009,HCM,CIVIC,2008-12,10108
2009,SSS,CIVIC,2008-12,946
2008,CSS,CRV,2008-12,962
2009,ELP,CRV,2008-12,6575
2008,HDM,CRV,2008-12,635
2009,ELP,ELEMENT,2008-12,311
2008,SSS,FIT,2008-12,13
2008,HCM,MDX,2008-12,603
2008,HMA,ODYSSEY,2008-12,3839
2009,HMA,PILOT,2008-12,6213
2009,MAP,RDX,2008-12,939
2008,HCM,RIDGELINE,2008-12,1438
2009,CSS,RL,2008-12,189
2009,SSS,S2000,2008-12,10
2008,MAP,TL,2008-12,847
2008,CSS,TSX,2008-12,23
2008,CSS,ACCORD,2009-01,186
2009,MAP,ACCORD,2009-01,14961
2008,ELP,CIVIC,2009-01,157
2009,HCM,CIVIC,2009-01,8651
2009,SSS,CIVIC,2009-01,1034
2008,CSS,CRV,2009-01,1112
2009,ELP,CRV,2009-01,6466
2008,HDM,CRV,2009-01,672
2009,ELP,ELEMENT,2009-01,469
2008,TSS,FCX,2009-01,2
2008,SSS,FIT,2009-01,7
2008,HCM,MDX,2009-01,156
2008,HMA,ODYSSEY,2009-01,1310
2009,HMA,PILOT,2009-01,6752
2009,MAP,RDX,2009-01,799
2009,HCM,RIDGELINE,2009-01,636
2009,CSS,RL,2009-01,196
2009,SSS,S2000,2009-01,18
2008,MAP,TL,2009-01,366
2008,CSS,TSX,2009-01,13
2008,CSS,ACCORD,2009-02,163
2009,MAP,ACCORD,2009-02,13125
2009,ELP,CIVIC,2009-02,2797
2008,HCM,CIVIC,2009-02,519
2008,SSS,CIVIC,2009-02,79
2008,CSS,CRV,2009-02,839
2009,ELP,CRV,2009-02,6916
2008,HDM,CRV,2009-02,348
2009,ELP,ELEMENT,2009-02,510
2008,TSS,FCX,2009-02,1
2008,SSS,FIT,2009-02,3
2008,HCM,MDX,2009-02,67
2008,HMA,ODYSSEY,2009-02,431
2008,HMA,PILOT,2009-02,50
2009,MAP,RDX,2009-02,669
2008,HCM,RIDGELINE,2009-02,435
2009,CSS,RL,2009-02,162
2008,SSS,S2000,2009-02,57
2008,MAP,TL,2009-02,248
2008,CSS,TSX,2009-02,9
2009,CSS,ACCORD,2009-03,2618
2008,MAP,ACCORD,2009-03,669
2008,ELP,CIVIC,2009-03,82
2009,HCM,CIVIC,2009-03,12094
2009,HMIN,CIVIC,2009-03,3009
2009,SSS,CIVIC,2009-03,2955
2009,CSS,CRV,2009-03,3619
2008,ELP,CRV,2009-03,406
2009,HDM,CRV,2009-03,998
2008,ELP,ELEMENT,2009-03,410
2009,SSS,FIT,2009-03,5529
2009,HCM,MDX,2009-03,2376
2009,HMA,ODYSSEY,2009-03,8492
2009,HMA,PILOT,2009-03,7270
2008,MAP,RDX,2009-03,29
2009,HCM,RIDGELINE,2009-03,697
2009,HMA,RIDGELINE,2009-03,171
2008,CSS,RL,2009-03,13
2009,SSS,S2000,2009-03,33
2009,MAP,TL,2009-03,3290
2009,CSS,TSX,2009-03,2767
2008,CSS,ACCORD,2009-04,113
2009,MAP,ACCORD,2009-04,25902
2008,ELP,CIVIC,2009-04,65
2009,HCM,CIVIC,2009-04,14000
2009,SSS,CIVIC,2009-04,3299
2009,CSS,CRV,2009-04,2530
2008,ELP,CRV,2009-04,175
2009,HDM,CRV,2009-04,1578
2008,SSS,S2000,2009-03,71
2008,MAP,TL,2009-03,166
2008,CSS,TSX,2009-03,10
2009,CSS,ACCORD,2009-04,2572
2008,MAP,ACCORD,2009-04,534
2009,ELP,CIVIC,2009-04,3036
2008,HCM,CIVIC,2009-04,390
2009,HMIN,CIVIC,2009-04,5312
2008,SSS,CIVIC,2009-04,45
2008,CSS,CRV,2009-04,263
2009,ELP,CRV,2009-04,7551
2008,HDM,CRV,2009-04,50
2008,ELP,ELEMENT,2009-04,220
2008,SSS,FIT,2009-04,4
2008,HCM,MDX,2009-04,27
2009,HMA,ODYSSEY,2009-04,9380
2008,HMA,PILOT,2009-04,20
2009,MAP,RDX,2009-04,716
2008,HCM,RIDGELINE,2009-04,253
2009,CSS,RL,2009-04,168
2008,SSS,S2000,2009-04,71
2008,MAP,TL,2009-04,118
2008,CSS,TSX,2009-04,16
2008,CSS,ACCORD,2009-05,71
2009,MAP,ACCORD,2009-05,19675
2008,ELP,CIVIC,2009-05,29
2009,HCM,CIVIC,2009-05,11846
2009,SSS,CIVIC,2009-05,1970
2009,CSS,CRV,2009-05,1929
2008,ELP,CRV,2009-05,108
2009,HDM,CRV,2009-05,2483
2009,ELP,ELEMENT,2009-05,1181
2009,TSS,FCX,2009-05,1
2009,SSS,FIT,2009-05,5510
2010,SSS,INSIGHT,2009-05,2681
2009,HCM,MDX,2009-05,2265
2008,HMA,ODYSSEY,2009-05,81
2009,HMA,PILOT,2009-05,7084
2010,HMA,PILOT,2009-05,1
2008,MAP,RDX,2009-05,23
2009,HCM,RIDGELINE,2009-05,240
2009,HMA,RIDGELINE,2009-05,1012
2008,CSS,RL,2009-05,20
2009,SSS,S2000,2009-05,38
2009,MAP,TL,2009-05,3111
2009,CSS,TSX,2009-05,2269
2008,CSS,ACCORD,2009-06,47
2009,MAP,ACCORD,2009-06,23825
2009,ELP,CIVIC,2009-06,1102
2008,HCM,CIVIC,2009-06,150
2008,SSS,CIVIC,2009-06,10
2009,CSS,CRV,2009-06,2187
2008,ELP,CRV,2009-06,61
2009,HDM,CRV,2009-06,2798
2009,ELP,ELEMENT,2009-06,1267
2009,CSS,FIT,2009-06,157
2009,SSS,FIT,2009-06,5644
2010,SSS,INSIGHT,2009-06,2172
2009,HCM,MDX,2009-06,2513
2008,HMA,ODYSSEY,2009-06,26
2008,HMA,PILOT,2009-06,11
2008,MAP,RDX,2009-06,13
2008,HCM,RIDGELINE,2009-06,104
2008,CSS,RL,2009-06,25
2008,SSS,S2000,2009-06,66
2009,MAP,TL,2009-06,3190
2009,CSS,TSX,2009-06,1826
2010,CSS,TSX,2009-06,247
2009,CSS,ACCORD,2009-07,1017
2009,HMA,ACCORD,2009-07,65
2008,MAP,ACCORD,2009-07,184
2008,ELP,CIVIC,2009-07,20
2009,HCM,CIVIC,2009-07,19932
2009,HMIN,CIVIC,2009-07,7905
2009,SSS,CIVIC,2009-07,935
2008,CSS,CRV,2009-07,58
2009,ELP,CRV,2009-07,11113
2008,HDM,CRV,2009-07,6
2008,ELP,ELEMENT,2009-07,60
2008,SSS,FIT,2009-07,3
2008,HCM,MDX,2009-07,2
2009,HMA,ODYSSEY,2009-07,6289
2010,HMA,ODYSSEY,2009-07,520
2009,HMA,PILOT,2009-07,1852
2010,HMA,PILOT,2009-07,4558
2009,MAP,RDX,2009-07,506
2010,MAP,RDX,2009-07,2
2009,HCM,RIDGELINE,2009-07,49
2009,HMA,RIDGELINE,2009-07,1041
2009,CSS,RL,2009-07,88
2010,CSS,RL,2009-07,34
2009,SSS,S2000,2009-07,29
2009,ELP,ELEMENT,2009-04,771
2009,SSS,FIT,2009-04,4119
2010,SSS,INSIGHT,2009-04,2088
2009,HCM,MDX,2009-04,2321
2008,HMA,ODYSSEY,2009-04,109
2009,HMA,PILOT,2009-04,6528
2008,MAP,RDX,2009-04,26
2009,HCM,RIDGELINE,2009-04,419
2009,HMA,RIDGELINE,2009-04,533
2008,CSS,RL,2009-04,31
2009,SSS,S2000,2009-04,26
2009,MAP,TL,2009-04,2981
2009,CSS,TSX,2009-04,2412
2009,CSS,ACCORD,2009-05,1404
2008,MAP,ACCORD,2009-05,291
2009,ELP,CIVIC,2009-05,1460
2008,HCM,CIVIC,2009-05,174
2009,HMIN,CIVIC,2009-05,4366
2008,SSS,CIVIC,2009-05,31
2008,CSS,CRV,2009-05,177
2009,ELP,CRV,2009-05,9148
2008,HDM,CRV,2009-05,37
2008,ELP,ELEMENT,2009-05,151
2008,SSS,FIT,2009-05,2
2008,HCM,MDX,2009-05,10
2009,HMA,ODYSSEY,2009-05,11384
2008,HMA,PILOT,2009-05,16
2009,MAP,RDX,2009-05,899
2008,HCM,RIDGELINE,2009-05,136
2009,CSS,RL,2009-05,137
2008,SSS,S2000,2009-05,68
2008,MAP,TL,2009-05,60
2008,CSS,TSX,2009-05,11
2009,CSS,ACCORD,2009-06,1124
2008,MAP,ACCORD,2009-06,241
2008,ELP,CIVIC,2009-06,27
2009,HCM,CIVIC,2009-06,13949
2009,HMIN,CIVIC,2009-06,5029
2009,SSS,CIVIC,2009-06,1676
2008,CSS,CRV,2009-06,98
2009,ELP,CRV,2009-06,9245
2008,HDM,CRV,2009-06,10
2008,ELP,ELEMENT,2009-06,91
2008,SSS,FIT,2009-06,2
2008,HCM,MDX,2009-06,5
2009,HMA,ODYSSEY,2009-06,15271
2009,HMA,PILOT,2009-06,6496
2010,HMA,PILOT,2009-06,1962
2009,MAP,RDX,2009-06,954
2009,HCM,RIDGELINE,2009-06,132
2009,HMA,RIDGELINE,2009-06,1452
2009,CSS,RL,2009-06,125
2009,SSS,S2000,2009-06,27
2008,MAP,TL,2009-06,37
2008,CSS,TSX,2009-06,10
2008,CSS,ACCORD,2009-07,28
2009,MAP,ACCORD,2009-07,28487
2009,ELP,CIVIC,2009-07,1184
2008,HCM,CIVIC,2009-07,119
2008,SSS,CIVIC,2009-07,7
2009,CSS,CRV,2009-07,4059
2008,ELP,CRV,2009-07,43
2009,HDM,CRV,2009-07,4114
2009,ELP,ELEMENT,2009-07,1477
2009,TSS,FCX,2009-07,2
2009,CSS,FIT,2009-07,1283
2009,SSS,FIT,2009-07,7768
