id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
269,Phildelphus,0.017578,0.041016,0.056641,0.033203,0.017578,0.021484,0.023438,0,0.005859,0.042969,0.029297,0,0.056641,0,0,0,0.017578,0.027344,0.027344,0.025391,0.005859,0,0,0,0.003906,0.025391,0,0.037109,0.029297,0.029297,0.005859,0,0.021484,0.001953,0.007812,0.009766,0.029297,0.011719,0.005859,0.003906,0.019531,0.023438,0.005859,0.017578,0.021484,0.003906,0.009766,0.003906,0.001953,0,0.044922,0,0.039062,0.001953,0.013672,0,0.021484,0.015625,0.03125,0.025391,0.001953,0,0.025391,0,0.00056264,0.00057683,0.00058221,0.00065734,0.00063778,0.00056494,0.00053228,0.00049488,0.00046827,0.00044418,0.00041857,0.00040072,0.00038397,0.0003618,0.00034199,0.00032332,0.00030997,0.00030769,0.00033636,0.00033789,0.00034286,0.00034929,0.00038883,0.00039715,0.0004435,0.00045427,0.00051718,0.00054276,0.00058269,0.00063802,0.00066654,0.000705,0.00074378,0.00079577,0.00078094,0.0007455,0.00069983,0.00066688,0.00061561,0.0005831,0.00054812,0.00050277,0.00046187,0.00042961,0.00041056,0.00038148,0.00037865,0.00032228,0.00032317,0.00031527,0.00030884,0.00032402,0.00030635,0.00034087,0.00033285,0.00035648,0.00038292,0.00041267,0.00043731,0.00046249,0.00048247,0.00050567,0.000533,0.0005569,0,0.026367,0.00293,0.008789,0,0,0.014648,0.000977,0.02832,0,0.001953,0,0.006836,0.089844,0,0.022461,0.00293,0.015625,0.03418,0.014648,0.000977,0.023438,0.054688,0.017578,0.011719,0.005859,0,0,0.060547,0.016602,0.09082,0,0,0,0.000977,0.000977,0,0.004883,0.00293,0.014648,0,0.017578,0.000977,0,0.03418,0,0.020508,0,0.049805,0.047852,0,0.049805,0.015625,0.083008,0,0,0.010742,0.010742,0.047852,0,0.000977,0.00293,0.030273,0
270,Quercus_Crassipes,0.023438,0.015625,0.021484,0.009766,0,0.10156,0.029297,0,0.005859,0.044922,0.044922,0.001953,0.046875,0,0.001953,0,0.007812,0.039062,0.001953,0.029297,0.003906,0.001953,0,0.009766,0,0.019531,0,0.007812,0.050781,0.039062,0.009766,0.001953,0.03125,0,0.021484,0.03125,0.035156,0,0.013672,0,0,0.011719,0.007812,0.007812,0.058594,0,0,0.013672,0,0,0.017578,0,0.003906,0,0.011719,0.003906,0.025391,0.042969,0.035156,0.011719,0,0,0.042969,0.001953,0.00078779,0.00073179,0.00069584,0.00067521,0.00065913,0.00063771,0.00061294,0.00059462,0.00058072,0.00056699,0.00054536,0.00052549,0.00050944,0.00049532,0.00048105,0.00046459,0.00045307,0.00044284,0.00044197,0.00045475,0.00046953,0.00049012,0.00051575,0.00054641,0.00057767,0.0006157,0.0006527,0.00069112,0.0007336,0.00076516,0.00081135,0.00084074,0.00079575,0.00076916,0.00073412,0.00069426,0.00066078,0.00062122,0.00058762,0.00055827,0.00053195,0.00050849,0.00049152,0.00047569,0.00046897,0.00046327,0.00046694,0.0004716,0.00047665,0.00048216,0.00049049,0.00050564,0.00051865,0.00053476,0.0005482,0.00056807,0.00060132,0.0006343,0.00065836,0.00069315,0.00073806,0.00079532,0.00085296,0.00083576,0.027344,0.004883,0.021484,0,0.017578,0.11719,0.020508,0.017578,0.006836,0,0,0,0.098633,0,0,0,0.008789,0.020508,0.000977,0.004883,0,0,0.045898,0,0.012695,0,0.026367,0.013672,0,0.050781,0,0,0,0.045898,0.022461,0,0,0.079102,0.014648,0.001953,0,0.006836,0.015625,0.012695,0.069336,0.036133,0.011719,0,0,0,0,0,0,0,0.007812,0,0.058594,0,0,0,0,0,0.053711,0.046875
273,Cornus_Controversa,0.035156,0.10547,0.007812,0,0,0.17578,0.013672,0,0.011719,0.025391,0.064453,0,0.10352,0.001953,0.001953,0,0.03125,0.013672,0.003906,0.011719,0.005859,0,0,0,0,0.003906,0.001953,0,0.001953,0,0,0,0.041016,0.001953,0.042969,0.064453,0.005859,0.009766,0,0,0,0.015625,0.001953,0,0.005859,0.001953,0.007812,0,0.001953,0.003906,0.074219,0,0.007812,0,0,0,0.009766,0.033203,0.007812,0.011719,0,0.001953,0.027344,0,0.00092091,0.00097106,0.0009031,0.00083746,0.00077101,0.00071927,0.00066783,0.00061709,0.00056417,0.0005167,0.00047221,0.00043238,0.00040642,0.00038619,0.00036102,0.00034649,0.00030669,0.00025694,0.00024935,0.0002683,0.0003062,0.00036367,0.0004205,0.00047476,0.00046985,0.00051004,0.00057699,0.00064312,0.00070585,0.00072832,0.0007915,0.00085773,0.00091203,0.00085991,0.00079893,0.00073733,0.00067756,0.00063241,0.00061644,0.0005604,0.0004978,0.00043895,0.00038574,0.00033491,0.00034403,0.0003505,0.00034265,0.00033258,0.00031345,0.00029933,0.00030036,0.00031342,0.00034804,0.00037773,0.00043589,0.00049473,0.00054126,0.00057657,0.00061994,0.00066692,0.00069834,0.0007417,0.00078632,0.00085255,0.016602,0.003906,0.017578,0,0.078125,0.004883,0.035156,0.051758,0.013672,0,0,0.007812,0.005859,0.014648,0,0.003906,0.001953,0.016602,0.007812,0.024414,0,0.00293,0.069336,0,0,0,0,0.043945,0.051758,0.005859,0.040039,0.00293,0,0.011719,0.005859,0,0,0.080078,0,0.00293,0,0.006836,0,0,0.092773,0.027344,0.063477,0.046875,0.005859,0.015625,0,0.008789,0,0.006836,0.012695,0,0.066406,0,0.012695,0,0,0,0.008789,0.00293
275,Quercus_Hartwissiana,0.013672,0.015625,0.017578,0.009766,0.011719,0.013672,0.035156,0.003906,0,0.021484,0.019531,0.011719,0.027344,0,0.015625,0,0.011719,0.019531,0.007812,0.003906,0.041016,0.003906,0,0.011719,0.001953,0.015625,0,0.011719,0.035156,0.009766,0.003906,0,0.009766,0.003906,0.011719,0.023438,0.013672,0.013672,0.023438,0.003906,0,0.007812,0.029297,0.007812,0.011719,0.007812,0.033203,0.082031,0,0.050781,0.019531,0,0.023438,0,0.125,0.005859,0.005859,0.013672,0.033203,0.015625,0.001953,0,0.027344,0,0.00098212,0.00091164,0.00086151,0.00081701,0.00077061,0.00072778,0.00068557,0.00064613,0.00060694,0.00056861,0.00054768,0.00051947,0.00050203,0.00049133,0.00047277,0.00047734,0.00047707,0.00047833,0.00049267,0.00050526,0.00052196,0.00055152,0.000578,0.00060718,0.00064458,0.00070127,0.00074174,0.00078775,0.00085005,0.00092196,0.00099224,0.0010657,0.0010515,0.00098231,0.00091699,0.00085703,0.00080003,0.0007492,0.00071144,0.00066057,0.00062301,0.00058909,0.00056093,0.00053412,0.00051763,0.00050353,0.00049692,0.00048427,0.00047826,0.00047395,0.00048238,0.0004968,0.00052891,0.00055049,0.00058089,0.0006144,0.00065587,0.00070482,0.00075359,0.00080317,0.0008474,0.00090354,0.00097543,0.0010355,0.001953,0.026367,0.012695,0.000977,0.076172,0.005859,0.008789,0.048828,0.020508,0,0,0.16113,0.016602,0.007812,0,0.00293,0.005859,0,0.00293,0.022461,0,0.006836,0.045898,0,0,0,0,0.009766,0.061523,0.012695,0.033203,0.001953,0,0.010742,0.012695,0,0,0.027344,0.000977,0,0,0.003906,0,0.001953,0.024414,0.005859,0.022461,0.066406,0.006836,0.056641,0,0.004883,0,0.004883,0.10742,0,0.010742,0,0.008789,0,0,0,0.027344,0.001953
278,Quercus_Variabilis,0.007812,0.013672,0.076172,0.003906,0.019531,0.009766,0.005859,0,0.005859,0.011719,0.015625,0.035156,0.046875,0.009766,0.052734,0,0,0.023438,0.005859,0.003906,0.013672,0,0,0,0.019531,0.017578,0.003906,0.009766,0.039062,0.019531,0.003906,0.007812,0.005859,0,0.007812,0.007812,0.027344,0.082031,0.044922,0.015625,0,0.005859,0.003906,0.021484,0.019531,0.017578,0.056641,0.035156,0.007812,0,0.025391,0,0.015625,0.015625,0.003906,0.005859,0.007812,0.007812,0.037109,0,0,0,0.037109,0.001953,0.00050975,0.00056156,0.00051102,0.00041947,0.00039454,0.00043912,0.00049987,0.00058718,0.0006311,0.00062525,0.00070019,0.0007609,0.00074183,0.00083022,0.00084289,0.00077647,0.0007526,0.00073751,0.00066154,0.00059461,0.00053046,0.00045848,0.00038931,0.00037847,0.00042423,0.00048259,0.00052722,0.00050866,0.00045037,0.00035474,0.00032036,0.00041583,0.00047717,0.00058465,0.0006034,0.0005937,0.00048085,0.00053714,0.00061999,0.0006626,0.00061458,0.00070033,0.00070112,0.00070908,0.00069917,0.00074954,0.0006667,0.00059005,0.00066875,0.00064317,0.00054991,0.00046306,0.00039065,0.00047815,0.00056604,0.00059637,0.00053736,0.0005267,0.00043279,0.00034318,0.0002678,0.00032413,0.00041242,0.00049674,0.007812,0.03125,0.005859,0,0.19434,0,0.009766,0.033203,0,0,0,0.083984,0,0,0,0,0,0.000977,0.000977,0.003906,0,0,0.05957,0,0,0,0.005859,0.008789,0,0,0,0,0,0.091797,0,0,0,0.046875,0.000977,0,0,0,0.003906,0.005859,0.023438,0.041992,0.007812,0.24902,0,0,0,0,0,0.000977,0.072266,0,0.006836,0,0,0,0,0,0,0.001953
280,Quercus_x_Turneri,0.015625,0.039062,0.007812,0.019531,0.007812,0.052734,0.015625,0,0,0.013672,0.054688,0.005859,0.050781,0.003906,0.003906,0,0.027344,0.025391,0.025391,0.017578,0.003906,0.009766,0,0.035156,0.001953,0.021484,0.003906,0.003906,0.041016,0.003906,0.003906,0,0.039062,0.007812,0.003906,0.033203,0.001953,0.009766,0.007812,0,0,0.060547,0.039062,0,0.042969,0.005859,0.005859,0.033203,0,0.003906,0.056641,0,0.013672,0.001953,0.017578,0.003906,0.005859,0.033203,0.03125,0.007812,0,0.003906,0.013672,0,0.00029171,0.00024695,0.00021869,0.00022133,0.0002198,0.00021783,0.00018143,0.00015431,0.00011904,0.00012731,0.00015788,0.00020016,0.00023428,0.00024917,0.00021966,0.0002653,0.00028692,0.00028657,0.00024529,0.00021265,0.00015661,0.00010358,0.000071739,0.00010248,0.00015273,0.00020799,0.00024479,0.00029104,0.00025131,0.00024711,0.00029236,0.00032831,0.0003436,0.00031443,0.00026834,0.00025026,0.00028756,0.00025803,0.000208,0.00015725,0.00011282,0.000090373,0.00013211,0.00018619,0.0002395,0.00026359,0.00028545,0.00025519,0.00021173,0.00020314,0.00022851,0.00022912,0.00018901,0.00014749,0.00012543,0.00015384,0.00018679,0.00022437,0.00023735,0.00023102,0.00023092,0.00027218,0.0002968,0.0003378,0.006836,0.004883,0.008789,0.007812,0.032227,0,0.016602,0.025391,0.007812,0,0.006836,0.000977,0.018555,0.003906,0,0.015625,0.007812,0.005859,0.011719,0.010742,0.036133,0.008789,0.008789,0,0,0.005859,0.010742,0.023438,0.049805,0.010742,0.053711,0,0.001953,0.024414,0.004883,0.001953,0,0.018555,0.007812,0.001953,0,0.027344,0.012695,0.10742,0.006836,0.021484,0.044922,0.019531,0.00293,0.052734,0,0.005859,0.000977,0.030273,0.14941,0,0.000977,0,0.018555,0,0.015625,0,0.009766,0.010742
282,Populus_Nigra,0.017578,0.013672,0.058594,0.003906,0.009766,0.033203,0.046875,0.005859,0,0.035156,0.007812,0.011719,0.074219,0,0.019531,0,0.009766,0.007812,0.007812,0.013672,0.044922,0,0,0.003906,0,0.017578,0,0.015625,0.019531,0.009766,0,0,0.013672,0.001953,0.013672,0.013672,0.025391,0.054688,0.017578,0.003906,0,0.019531,0.041016,0.003906,0.001953,0.007812,0.044922,0.070312,0,0.005859,0.013672,0.001953,0.005859,0,0.03125,0.001953,0.011719,0.011719,0.017578,0,0.001953,0.001953,0.072266,0,0.0011838,0.001179,0.0011692,0.0012066,0.0011684,0.0011329,0.0011277,0.0011426,0.0012301,0.0013778,0.0013395,0.0011967,0.0011455,0.0011349,0.0011734,0.0011728,0.0011983,0.0011531,0.0011743,0.0011706,0.0011113,0.0010871,0.001031,0.0010099,0.0010167,0.0010592,0.0011278,0.00098471,0.00093598,0.00099464,0.001052,0.00097356,0.0010125,0.0011026,0.0012169,0.0011592,0.0012839,0.0013028,0.0014298,0.0015588,0.0016881,0.0018168,0.0016722,0.0015664,0.0014316,0.0013466,0.0012136,0.0012556,0.0011236,0.0010546,0.0011466,0.0010334,0.00097708,0.0010768,0.0010211,0.00096432,0.00094679,0.0010846,0.0010742,0.0010301,0.0010186,0.0010405,0.0011345,0.0011687,0.021484,0.016602,0.008789,0.03125,0.008789,0.00293,0.022461,0.017578,0.008789,0.012695,0.004883,0,0,0.007812,0,0,0.017578,0,0.02832,0.022461,0,0.013672,0.039062,0.033203,0.010742,0.006836,0.064453,0,0.020508,0.009766,0.044922,0.00293,0.00293,0.03125,0.012695,0,0.000977,0.018555,0.03125,0.030273,0.005859,0,0.054688,0.095703,0.037109,0.018555,0.027344,0,0.00293,0.006836,0,0,0.021484,0.029297,0.032227,0,0.013672,0.00293,0.030273,0,0,0.00293,0,0.011719
283,Quercus_Chrysolepis,0.072266,0.089844,0.037109,0.003906,0.001953,0.068359,0.005859,0,0.005859,0.019531,0.076172,0.001953,0.091797,0.001953,0.001953,0,0.029297,0.025391,0.017578,0.021484,0.003906,0,0,0,0,0.009766,0,0.003906,0.025391,0.003906,0.001953,0,0.033203,0,0.029297,0.041016,0.005859,0.005859,0.003906,0,0,0.035156,0.007812,0.001953,0.033203,0.001953,0.011719,0.001953,0,0,0.044922,0,0.005859,0,0,0,0.009766,0.035156,0.035156,0.011719,0,0,0.021484,0.001953,0.00034415,0.00030572,0.0002693,0.00023685,0.0002079,0.00017904,0.00017654,0.0002192,0.00026316,0.00030647,0.00030403,0.00027036,0.00023803,0.00020952,0.00018174,0.00015201,0.00013384,0.00015139,0.00013873,0.00016523,0.00018929,0.00021487,0.00024418,0.00027503,0.0003121,0.00032057,0.00027397,0.00023016,0.00018558,0.00016721,0.00019128,0.00022009,0.00024444,0.00027129,0.00030478,0.00034809,0.00031461,0.00027265,0.00023205,0.00019298,0.00015154,0.00011018,0.000095009,0.00012312,0.00015343,0.00018423,0.00021457,0.00024696,0.00028113,0.00031752,0.00032256,0.00028565,0.00025095,0.0002186,0.00018597,0.00015547,0.00012631,0.00010133,0.00012697,0.00016489,0.00020199,0.00023762,0.00027349,0.0003107,0,0,0,0,0,0,0,0,0,0,0.019531,0,0,0,0.85352,0,0,0,0,0,0,0,0,0,0,0.001953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032227,0,0,0,0,0.009766,0,0.006836,0,0.066406,0,0.009766,0,0
286,Betula_Austrosinensis,0.001953,0.005859,0.009766,0.007812,0.054688,0.001953,0.005859,0,0.007812,0.003906,0.003906,0.007812,0,0.007812,0.027344,0,0.009766,0,0.007812,0.015625,0.017578,0.019531,0,0,0.03125,0.023438,0.03125,0.039062,0.001953,0.021484,0.054688,0.058594,0.009766,0,0.005859,0.003906,0.005859,0.033203,0.027344,0.009766,0.050781,0.005859,0.003906,0.029297,0.001953,0.039062,0.035156,0.042969,0.066406,0.003906,0,0,0.041016,0.019531,0.015625,0.015625,0.003906,0,0.007812,0.023438,0,0.013672,0,0.005859,0.00056762,0.0006048,0.00060449,0.00059642,0.00061922,0.00064188,0.0006671,0.0006972,0.00073697,0.00077463,0.00080588,0.00081314,0.00081735,0.00086607,0.00094038,0.00093715,0.00086301,0.00079738,0.00079645,0.00078302,0.00076198,0.00072381,0.00069207,0.00066261,0.00064422,0.00063311,0.00063061,0.00061747,0.00061195,0.00060875,0.00058105,0.00059562,0.00062538,0.00061047,0.00063086,0.00060918,0.00064364,0.00065123,0.00067189,0.00066421,0.00071551,0.00074619,0.0007704,0.0007895,0.00078595,0.00083694,0.0008287,0.00087328,0.00083798,0.00082467,0.00079478,0.00076313,0.00075891,0.00073,0.00069478,0.00070411,0.00066292,0.00064247,0.00060073,0.00061837,0.00058677,0.0005812,0.00058075,0.00056064,0.010742,0,0.007812,0.008789,0.063477,0.000977,0.03125,0.015625,0.001953,0.004883,0.009766,0.035156,0.001953,0.026367,0,0,0,0,0.054688,0.010742,0,0.015625,0.007812,0,0,0.026367,0.010742,0.003906,0.011719,0.004883,0.051758,0,0,0.02832,0.004883,0,0.000977,0.036133,0.010742,0.027344,0,0.00293,0.006836,0.009766,0.013672,0.021484,0.026367,0.048828,0.016602,0.013672,0,0.006836,0.008789,0.095703,0.089844,0,0.007812,0.005859,0.011719,0,0,0.05957,0.022461,0.005859
288,Acer_Mono,0.023438,0.007812,0.027344,0.035156,0.003906,0.005859,0.019531,0,0.007812,0.03125,0.046875,0,0.023438,0,0.003906,0,0.029297,0.0625,0.007812,0.027344,0.003906,0.001953,0,0.005859,0.001953,0.048828,0,0.005859,0.046875,0.009766,0,0.001953,0.054688,0.007812,0.017578,0.015625,0.019531,0.027344,0.001953,0.001953,0,0.007812,0,0.003906,0.052734,0,0.015625,0.019531,0,0.011719,0.035156,0.001953,0.033203,0,0.035156,0,0.023438,0.050781,0.054688,0,0,0.001953,0.015625,0,0.00064051,0.00064901,0.0005824,0.00053448,0.00047863,0.00042298,0.00044795,0.0005146,0.00058605,0.00057972,0.00050632,0.00043764,0.00036663,0.00029094,0.00021834,0.00021956,0.00024588,0.00017425,0.00019854,0.00026096,0.00032932,0.00039186,0.0004523,0.00052269,0.00060479,0.00055914,0.0004859,0.00040892,0.00034048,0.00040137,0.00045674,0.00049851,0.00055432,0.00062612,0.00064594,0.00057468,0.00050675,0.00044169,0.00037673,0.00030906,0.00024276,0.00017275,0.00019527,0.00025347,0.00031425,0.00037577,0.00043521,0.00049664,0.00056435,0.00058361,0.00051344,0.00044747,0.00039225,0.00033685,0.00027929,0.00022354,0.00017673,0.00014575,0.00021231,0.00028907,0.0003609,0.00043277,0.00050051,0.00056958,0.00293,0.033203,0.017578,0.005859,0.09082,0,0.000977,0.053711,0,0,0,0.25,0,0,0,0,0.008789,0.070312,0.000977,0.016602,0,0,0.019531,0.001953,0.001953,0,0.009766,0.000977,0,0.001953,0,0,0.005859,0.007812,0.003906,0,0,0.006836,0.003906,0.001953,0.011719,0,0.024414,0.052734,0.014648,0.009766,0.02832,0.022461,0.000977,0,0,0,0.006836,0,0.18262,0,0.016602,0,0.00293,0,0,0,0,0.007812
289,Eucalyptus_Glaucescens,0.015625,0.076172,0.013672,0.009766,0,0.25977,0.005859,0,0.013672,0.007812,0.087891,0.001953,0.11133,0,0.001953,0,0.003906,0.050781,0.001953,0.005859,0,0,0,0,0.001953,0,0,0.003906,0.048828,0.001953,0,0,0.005859,0.001953,0.003906,0.046875,0.003906,0.009766,0.001953,0.001953,0,0.009766,0,0.001953,0.039062,0,0,0,0,0,0.074219,0,0.003906,0,0.003906,0,0.003906,0.029297,0.013672,0.009766,0.001953,0,0.007812,0,0.00092032,0.00087686,0.00082456,0.00077186,0.00072634,0.00066963,0.00061871,0.00056729,0.00052408,0.00047861,0.00043397,0.00038788,0.00036629,0.0003476,0.00033024,0.00034283,0.00033694,0.00035634,0.00037099,0.00041648,0.00043835,0.00048872,0.00052145,0.00059268,0.00059052,0.00065134,0.00069703,0.00074613,0.00079576,0.00084065,0.00089419,0.00094992,0.0010042,0.00096536,0.00090211,0.0008436,0.00078505,0.00073282,0.00067721,0.00061791,0.00056111,0.00051979,0.0004893,0.00043959,0.00043106,0.00039174,0.00038769,0.00035578,0.00034267,0.00034817,0.00035441,0.00037406,0.00040599,0.00043758,0.00048363,0.00053523,0.00057623,0.00062642,0.000683,0.00072209,0.00078068,0.00083788,0.00090288,0.00097222,0.023438,0.001953,0.005859,0.033203,0.035156,0,0.033203,0.027344,0,0.00293,0.001953,0.077148,0,0,0,0,0,0.030273,0.09082,0.000977,0,0,0.027344,0.033203,0.017578,0.016602,0.011719,0.005859,0.003906,0,0.016602,0,0.005859,0.021484,0,0,0.001953,0.011719,0.023438,0.041992,0.000977,0,0.011719,0.006836,0.041016,0.014648,0.020508,0.021484,0.001953,0,0,0,0.036133,0.066406,0.075195,0,0.037109,0.016602,0.02832,0,0,0.003906,0,0.013672
290,Alnus_Rubra,0.003906,0.007812,0.009766,0.007812,0.013672,0.005859,0.021484,0.001953,0.001953,0.011719,0.001953,0.035156,0.007812,0,0.042969,0,0.003906,0.001953,0.001953,0.003906,0.03125,0.021484,0,0.048828,0.001953,0.023438,0.003906,0.011719,0.017578,0.021484,0.021484,0.009766,0.009766,0.003906,0,0.001953,0.009766,0.019531,0.027344,0.03125,0.003906,0,0.0625,0.025391,0.003906,0.027344,0.029297,0.14648,0.003906,0.064453,0.007812,0.003906,0.021484,0.013672,0.037109,0.025391,0.009766,0.001953,0,0.001953,0,0.003906,0,0.003906,0.00087897,0.00084824,0.0007846,0.00071695,0.0006545,0.000591,0.00053394,0.00048209,0.00044508,0.0004314,0.00045513,0.00051954,0.00059399,0.00067242,0.00065085,0.00057252,0.00049535,0.00043869,0.00042116,0.00044539,0.00048962,0.00054329,0.00061109,0.00067554,0.00074038,0.00080238,0.00086501,0.00091385,0.00085728,0.00082267,0.00082733,0.00076029,0.00073938,0.00073547,0.00069124,0.00063327,0.00060485,0.00057926,0.00058183,0.00052706,0.0005179,0.00051931,0.00052717,0.00050845,0.00044678,0.00037275,0.00029564,0.00022489,0.00030212,0.00038247,0.0004617,0.0005413,0.00056681,0.00060033,0.00061401,0.00063227,0.00064567,0.00066214,0.00072569,0.0007149,0.0007749,0.00080371,0.00083064,0.00087543,0.008789,0,0.011719,0.023438,0.003906,0,0.027344,0.001953,0.004883,0.004883,0.060547,0,0,0.016602,0,0,0.000977,0.00293,0.052734,0.004883,0,0.033203,0.000977,0,0.020508,0.066406,0.021484,0.032227,0.026367,0.004883,0.029297,0.001953,0.003906,0.008789,0.001953,0,0.005859,0.030273,0.017578,0.013672,0.001953,0.001953,0.020508,0.041992,0.005859,0.050781,0.035156,0.006836,0.008789,0.023438,0.009766,0.012695,0.014648,0.058594,0,0,0.015625,0.00293,0.007812,0,0,0.077148,0.005859,0.052734
291,Viburnum_Tinus,0.052734,0.082031,0.021484,0.003906,0,0.11328,0.009766,0,0.005859,0.025391,0.046875,0.001953,0.10742,0.001953,0.001953,0,0.015625,0.027344,0.009766,0.011719,0.001953,0,0,0,0,0.019531,0,0.003906,0.042969,0.001953,0,0,0.041016,0,0.029297,0.046875,0.009766,0.005859,0,0,0,0.027344,0.009766,0.001953,0.033203,0,0.001953,0,0,0,0.035156,0.001953,0.015625,0,0,0,0.015625,0.027344,0.025391,0.005859,0,0,0.054688,0.001953,0.00053451,0.00052386,0.00053058,0.00048332,0.0004634,0.00043835,0.00041248,0.00038518,0.00036292,0.00033671,0.00031978,0.00032256,0.00032289,0.00032025,0.00032016,0.00032422,0.00033557,0.00034731,0.00035753,0.00035444,0.00037132,0.00038663,0.00039691,0.00040363,0.00041622,0.00043059,0.0004465,0.00046723,0.00049698,0.00053547,0.00057717,0.00062952,0.00067637,0.00063524,0.00058291,0.00054357,0.00050353,0.00046306,0.00045614,0.00044678,0.00042551,0.00040697,0.00039459,0.00038049,0.00036921,0.00035046,0.00033092,0.00030938,0.00030349,0.00029945,0.0002893,0.00029711,0.0003032,0.0003192,0.00034077,0.00036486,0.00038404,0.00040716,0.00043368,0.00044419,0.00045369,0.00046881,0.00048924,0.00051296,0.007812,0.014648,0.003906,0.029297,0.00293,0.008789,0.030273,0.00293,0.00293,0.003906,0.049805,0,0.018555,0.008789,0.000977,0.001953,0.003906,0.052734,0.044922,0.010742,0,0.026367,0.022461,0.024414,0.067383,0.00293,0.008789,0.019531,0.014648,0.022461,0.022461,0.007812,0.000977,0.007812,0.011719,0,0,0.022461,0.011719,0.042969,0,0.006836,0.013672,0.006836,0.03418,0.010742,0.014648,0.000977,0.015625,0.012695,0.032227,0.029297,0.022461,0.016602,0.000977,0,0.025391,0.025391,0.025391,0,0,0.015625,0.012695,0.041016
294,Populus_Adenopoda,0.003906,0.009766,0.052734,0.021484,0.019531,0.019531,0.039062,0.005859,0.001953,0.042969,0.013672,0.005859,0.037109,0,0.029297,0,0.011719,0.041016,0.005859,0.027344,0.003906,0,0,0.001953,0,0.066406,0,0.03125,0.015625,0.058594,0.001953,0,0.015625,0.001953,0.011719,0.003906,0.046875,0.021484,0.015625,0.011719,0.005859,0.015625,0.007812,0.044922,0.021484,0.011719,0.001953,0,0,0.007812,0.009766,0,0.017578,0.001953,0.03125,0,0.03125,0.017578,0.041016,0.001953,0.001953,0.001953,0.029297,0,0.00053937,0.00055871,0.00053585,0.00051689,0.00054864,0.00057801,0.00056032,0.00057015,0.0005953,0.00060204,0.00062394,0.0006365,0.00066023,0.0006495,0.00063448,0.00061687,0.00060148,0.00058205,0.00061298,0.00059938,0.00057489,0.00060176,0.00058548,0.0005669,0.00056397,0.00057468,0.000561,0.00055622,0.00055367,0.00056332,0.0005326,0.00052854,0.00054649,0.00054518,0.00055342,0.00055963,0.00056622,0.00056938,0.00057956,0.00058427,0.00059139,0.00060937,0.00068207,0.00074418,0.00065609,0.00062548,0.00061601,0.00060664,0.00060567,0.00060267,0.00059152,0.00057436,0.00057375,0.00058141,0.00056264,0.00056785,0.0005664,0.00055837,0.00055072,0.00054803,0.00056097,0.00056592,0.00052024,0.00053502,0,0,0,0,0,0,0,0,0,0,0.048828,0,0,0,0.15137,0,0.000977,0,0.000977,0,0,0,0,0.004883,0,0.11426,0,0,0.010742,0,0.017578,0,0,0,0,0,0.021484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977,0,0.005859,0.000977,0,0,0,0.040039,0,0.36523,0,0.21582,0,0
